Transaction_ID,User_ID,Age,Gender,Monthly_Allowance,Parent_Budget_Level,Financial_Profile,Transaction_Date,Day_of_Week,Month,Time_of_Day,Merchant_Category,Amount,Payment_Method,Is_Weekend,Previous_Savings,Current_Savings,Saving_Rate,Spending_Ratio,Avg_Last_7_Transactions,Avg_Last_30_Days,Spending_Trend,Consecutive_Spending_Days,Cafe_Spending_Ratio,Education_Spending_Ratio,Entertainment_Ratio,Weekend_Spending_Ratio,Transaction_Frequency,Device_Changed,Location_Changed,High_Amount_Flag,Night_Transaction,Rapid_Transactions,Fraud_Risk_Score,AI_Label,AI_Reason,Recommended_Action
TX00082,U048,14,Male,724,High,Spender,2026-01-16,Friday,January,Afternoon,Shopping,286.85,Card,1,138.71,71.37,0.1,0.4,129.81,129.81,0.0,2,0.33,0.0,0.0,0.52,3,0,0,1,0,0,20,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX00083,U109,16,Male,680,Low,Balanced,2026-03-19,Thursday,March,Morning,Education,46.35,Apple_Pay,0,240.0,236.45,0.35,0.07,0,0,0.0,1,0.0,1.0,0.0,0.0,1,0,0,0,0,0,4,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX00084,U063,16,Male,1160,Medium,Spender,2026-02-15,Sunday,February,Evening,Gaming,189.13,Card,0,348.46,305.49,0.26,0.16,41.47,41.47,0.0,2,0.0,0.0,0.5,0.18,2,0,0,0,0,0,0,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX00085,U074,13,Female,1135,High,Balanced,2026-02-16,Monday,February,Evening,Gaming,107.16,Card,0,596.0,585.6,0.52,0.09,0,0,0.0,1,0.0,0.0,1.0,0.0,1,0,0,0,0,0,2,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00086,U118,14,Male,782,Medium,Spender,2026-04-06,Monday,April,Afternoon,Gaming,113.37,Card,0,303.0,277.42,0.35,0.14,0,0,0.0,1,0.0,0.0,1.0,0.0,1,0,0,0,0,0,2,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00087,U056,16,Male,902,High,Balanced,2026-04-26,Sunday,April,Afternoon,Entertainment,127.37,Card,0,638.97,624.38,0.69,0.14,56.92,56.92,0.0,2,0.0,0.5,0.5,0.0,2,0,0,0,0,0,0,Needs_Attention,Borderline pattern that may require light monitoring.,Show a soft reminder without blocking the transaction.
TX00088,U138,14,Female,754,Medium,Saver,2026-03-22,Sunday,March,Morning,Savings_Deposit,61.62,Apple_Pay,0,351.0,412.62,0.55,0.08,0,0,0.0,1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX00089,U151,12,Female,1142,Low,Spender,2026-02-09,Monday,February,Morning,Entertainment,73.26,Cash,0,407.31,392.1,0.34,0.06,166.97,166.97,0.0,2,0.0,0.0,1.0,0.7,2,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00090,U002,12,Male,795,Low,Spender,2026-05-04,Monday,May,Morning,Shopping,184.5,Apple_Pay,0,314.47,271.84,0.34,0.23,104.96,104.96,0.0,2,0.0,0.0,0.0,0.36,2,0,0,0,0,0,5,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00091,U125,14,Male,1565,Medium,Spender,2026-01-15,Thursday,January,Night,Entertainment,90.77,Apple_Pay,0,277.0,258.48,0.17,0.06,0,0,0.0,1,0.0,0.0,1.0,0.0,1,0,0,0,1,0,15,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX00092,U051,18,Male,1070,Low,Balanced,2026-01-03,Saturday,January,Evening,Transportation,34.71,Card,1,710.0,710.14,0.66,0.03,0,0,0.0,1,0.0,0.0,0.0,1.0,1,0,0,0,0,0,5,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00093,U014,15,Female,1310,Medium,Spender,2026-04-11,Saturday,April,Night,Shopping,106.3,Apple_Pay,1,244.47,221.68,0.17,0.08,296.93,296.93,0.0,2,0.0,0.0,0.5,1.0,2,0,0,0,1,0,9,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX00094,U100,16,Male,1312,Low,Spender,2026-01-13,Tuesday,January,Evening,Education,101.41,Apple_Pay,0,406.0,384.39,0.29,0.08,0,0,0.0,1,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX00095,U059,15,Female,766,High,Saver,2026-02-20,Friday,February,Evening,Unknown_Online,141.07,Apple_Pay,1,449.0,445.37,0.58,0.18,0,0,0.0,1,0.0,0.0,0.0,1.0,1,0,0,0,0,0,21,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00096,U024,15,Female,435,High,Saver,2026-04-19,Sunday,April,Afternoon,Education,70.31,Apple_Pay,0,794.63,793.36,1.82,0.16,60.63,60.63,0.0,1,0.0,0.5,0.0,0.0,2,0,0,0,0,0,7,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX00097,U158,16,Female,609,High,Balanced,2026-02-07,Saturday,February,Afternoon,Family_Budget,209.92,Bank_Transfer,1,810.0,781.56,1.28,0.34,0,0,0.0,1,0.0,0.0,0.0,1.0,1,0,0,1,0,0,23,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00098,U029,15,Female,510,Medium,Balanced,2026-02-07,Saturday,February,Night,Shopping,310.67,Cash,1,505.32,461.27,0.9,0.61,108.17,108.17,0.0,1,0.0,0.5,0.0,0.74,2,1,0,1,1,0,73,Possible_Fraud,"Unusual transaction pattern detected: high amount, device/location change, or rapid activity.",Ask for parent confirmation and verify the transaction before approval.
TX00099,U141,18,Female,521,Low,Saver,2026-02-06,Friday,February,Evening,Shopping,178.7,Apple_Pay,1,1057.0,1047.91,2.01,0.34,0,0,0.0,1,0.0,0.0,0.0,1.0,1,0,0,1,0,0,20,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00100,U068,17,Female,674,Medium,Balanced,2026-01-14,Wednesday,January,Afternoon,Family_Budget,173.14,Cash,0,137.48,114.88,0.17,0.26,99.24,99.24,0.0,2,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00101,U120,17,Female,1478,High,Spender,2026-06-16,Tuesday,June,Afternoon,Unknown_Online,367.06,Apple_Pay,0,226.27,141.25,0.1,0.25,140.88,140.88,0.0,1,0.0,0.0,0.5,0.0,2,0,0,0,0,0,13,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX00102,U011,13,Male,517,Medium,Saver,2026-04-28,Tuesday,April,Evening,Shopping,292.81,Bank_Transfer,0,1155.0,1136.75,2.2,0.57,0,0,0.0,1,0.0,0.0,0.0,0.0,1,1,1,1,0,1,100,Possible_Fraud,"Unusual transaction pattern detected: high amount, device/location change, or rapid activity.",Ask for parent confirmation and verify the transaction before approval.
TX00103,U024,15,Female,435,High,Saver,2026-05-09,Saturday,May,Afternoon,Cafe_Restaurant,32.86,Apple_Pay,1,793.36,795.08,1.83,0.08,65.47,65.47,0.0,1,0.33,0.33,0.0,0.32,3,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00104,U005,12,Male,652,Low,Saver,2026-04-11,Saturday,April,Evening,Cafe_Restaurant,57.88,Apple_Pay,1,997.0,998.89,1.53,0.09,0,0,0.0,1,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00105,U128,16,Male,1093,High,Balanced,2026-03-21,Saturday,March,Night,Education,68.04,Apple_Pay,1,160.0,155.26,0.14,0.06,0,0,0.0,1,0.0,1.0,0.0,1.0,1,0,0,0,1,0,17,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX00106,U004,17,Male,859,Low,Spender,2026-05-15,Friday,May,Night,Entertainment,149.12,Bank_Transfer,1,82.0,48.0,0.06,0.17,0,0,0.0,1,0.0,0.0,1.0,1.0,1,0,0,0,1,0,5,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX00107,U005,12,Male,652,Low,Saver,2026-01-31,Saturday,January,Afternoon,Savings_Deposit,35.68,Bank_Transfer,1,998.89,1034.57,1.59,0.05,57.88,57.88,0.0,2,0.5,0.0,0.0,1.0,2,0,0,0,0,0,0,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX00108,U070,17,Female,1108,Low,Balanced,2026-06-13,Saturday,June,Night,Education,55.54,Apple_Pay,1,592.0,589.21,0.53,0.05,0,0,0.0,1,0.0,1.0,0.0,1.0,1,0,0,0,1,0,8,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX00109,U030,18,Male,1413,High,Spender,2026-06-02,Tuesday,June,Afternoon,Transportation,47.57,Card,0,347.7,339.23,0.24,0.03,96.85,96.85,0.0,1,0.0,0.0,0.5,0.67,2,0,0,0,0,0,5,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX00110,U129,12,Male,1002,Medium,Spender,2026-04-10,Friday,April,Afternoon,Cafe_Restaurant,34.05,Apple_Pay,1,119.0,112.92,0.11,0.03,0,0,0.0,1,1.0,0.0,0.0,1.0,1,0,1,0,0,0,16,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX00111,U141,18,Female,521,Low,Saver,2026-02-21,Saturday,February,Evening,Cafe_Restaurant,61.24,Apple_Pay,1,1047.91,1048.22,2.01,0.12,178.7,178.7,0.0,1,0.5,0.0,0.0,1.0,2,0,0,0,0,0,1,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00112,U003,13,Male,525,Medium,Saver,2026-01-11,Sunday,January,Evening,Savings_Deposit,70.87,Cash,0,1078.0,1148.87,2.19,0.13,0,0,0.0,1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,4,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX00113,U086,14,Male,763,Low,Balanced,2026-05-14,Thursday,May,Morning,Entertainment,106.18,Apple_Pay,0,316.5,304.38,0.4,0.14,28.8,28.8,0.0,1,0.0,0.0,1.0,0.0,2,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00114,U006,15,Female,600,Medium,Saver,2026-06-11,Thursday,June,Night,Education,91.22,Card,0,841.0,839.7,1.4,0.15,0,0,0.0,1,0.0,1.0,0.0,0.0,1,0,0,0,1,0,8,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX00115,U057,18,Female,1227,High,Spender,2026-05-13,Wednesday,May,Night,Entertainment,55.82,Apple_Pay,0,126.88,116.04,0.09,0.05,165.06,165.06,0.0,1,0.0,0.0,0.67,0.22,3,0,0,0,1,0,15,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX00116,U129,12,Male,1002,Medium,Spender,2026-03-24,Tuesday,March,Afternoon,Cafe_Restaurant,66.24,Apple_Pay,0,112.92,99.11,0.1,0.07,34.05,34.05,0.0,2,1.0,0.0,0.0,0.34,2,0,0,0,0,0,5,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX00117,U161,12,Female,1063,Low,Balanced,2026-02-11,Wednesday,February,Evening,Cafe_Restaurant,39.11,Apple_Pay,0,428.0,427.45,0.4,0.04,0,0,0.0,1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,6,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00118,U089,13,Male,505,Medium,Balanced,2026-02-10,Tuesday,February,Afternoon,Entertainment,111.34,Cash,0,245.94,231.77,0.46,0.22,37.21,37.21,0.0,2,0.5,0.0,0.5,0.0,2,0,0,0,0,0,7,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00119,U061,16,Male,955,Low,Spender,2026-01-14,Wednesday,January,Afternoon,Education,102.61,Cash,0,440.0,417.36,0.44,0.11,0,0,0.0,1,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX00120,U075,14,Female,417,Low,Saver,2026-01-04,Sunday,January,Afternoon,Savings_Deposit,21.73,Apple_Pay,0,841.75,863.48,2.07,0.05,55.31,55.31,0.0,2,0.0,0.5,0.0,1.0,2,0,0,0,0,0,1,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX00121,U045,18,Male,1585,Low,Spender,2026-06-03,Wednesday,June,Evening,Cafe_Restaurant,60.98,Apple_Pay,0,232.37,221.04,0.14,0.04,31.74,31.74,0.0,1,0.67,0.0,0.0,0.0,3,0,0,0,0,0,0,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX00122,U107,15,Female,723,Low,Balanced,2026-02-07,Saturday,February,Evening,Shopping,119.12,Card,1,414.0,399.75,0.55,0.16,0,0,0.0,1,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00123,U177,14,Female,740,High,Balanced,2026-06-19,Friday,June,Evening,Transportation,22.07,Card,1,784.26,784.65,1.06,0.03,76.24,76.24,0.0,1,0.0,0.0,0.5,1.0,2,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00124,U136,16,Female,697,High,Saver,2026-04-08,Wednesday,April,Evening,Savings_Deposit,37.61,Apple_Pay,0,1010.0,1047.61,1.5,0.05,0,0,0.0,1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX00125,U132,15,Male,854,Medium,Balanced,2026-06-28,Sunday,June,Afternoon,Cafe_Restaurant,68.05,Bank_Transfer,0,246.0,240.06,0.28,0.08,0,0,0.0,1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,3,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00126,U046,17,Male,721,High,Saver,2026-03-15,Sunday,March,Afternoon,Savings_Deposit,86.17,Apple_Pay,0,1080.0,1166.17,1.62,0.12,0,0,0.0,1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX00127,U140,17,Female,791,Low,Balanced,2026-05-07,Thursday,May,Evening,Savings_Deposit,83.77,Cash,0,698.0,781.77,0.99,0.11,0,0,0.0,1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,6,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX00128,U094,15,Male,1457,Low,Spender,2026-06-07,Sunday,June,Night,Entertainment,102.4,Card,0,350.0,328.46,0.23,0.07,0,0,0.0,1,0.0,0.0,1.0,0.0,1,0,1,0,1,0,24,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX00129,U021,17,Female,1387,High,Spender,2026-03-18,Wednesday,March,Evening,Shopping,1038.06,Apple_Pay,0,294.0,47.76,0.03,0.75,0,0,0.0,1,0.0,0.0,0.0,0.0,1,1,1,1,0,1,93,Possible_Fraud,"Unusual transaction pattern detected: high amount, device/location change, or rapid activity.",Ask for parent confirmation and verify the transaction before approval.
TX00130,U055,15,Female,865,Low,Balanced,2026-05-02,Saturday,May,Evening,Transportation,38.85,Bank_Transfer,1,413.0,411.5,0.48,0.04,0,0,0.0,1,0.0,0.0,0.0,1.0,1,0,0,0,0,0,6,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00131,U051,18,Male,1070,Low,Balanced,2026-01-15,Thursday,January,Evening,Education,66.52,Cash,0,710.14,705.52,0.66,0.06,34.71,34.71,0.0,1,0.0,0.5,0.0,0.34,2,0,0,0,0,0,6,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX00132,U178,14,Female,1017,High,Spender,2026-01-17,Saturday,January,Night,Gaming,573.85,Card,1,230.0,94.39,0.09,0.56,0,0,0.0,1,0.0,0.0,1.0,1.0,1,0,0,1,1,1,64,Overspending,Spending is high compared to allowance and current saving behavior.,Suggest a weekly spending limit and show an alternative saving goal.
TX00133,U147,12,Female,1089,High,Balanced,2026-03-02,Monday,March,Afternoon,Savings_Deposit,108.88,Apple_Pay,0,849.0,957.88,0.88,0.1,0,0,0.0,1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX00134,U154,18,Female,1019,Low,Balanced,2026-01-07,Wednesday,January,Evening,Family_Budget,123.16,Cash,0,404.41,391.03,0.38,0.12,37.91,37.91,0.0,2,0.5,0.0,0.0,0.0,2,0,0,0,0,0,0,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00135,U075,14,Female,417,Low,Saver,2026-05-13,Wednesday,May,Evening,Education,57.76,Apple_Pay,0,863.48,863.02,2.07,0.14,38.52,38.52,0.0,1,0.0,0.67,0.0,0.49,3,0,0,0,0,1,11,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX00136,U082,12,Male,636,Low,Balanced,2026-01-23,Friday,January,Afternoon,Savings_Deposit,167.6,Card,1,384.0,551.6,0.87,0.26,0,0,0.0,1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,20,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
TX00137,U011,13,Male,517,Medium,Saver,2026-02-19,Thursday,February,Afternoon,Transportation,25.93,Card,0,1136.75,1139.84,2.2,0.05,292.81,292.81,0.0,2,0.0,0.0,0.0,0.0,2,0,0,0,0,0,3,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00138,U054,15,Male,712,High,Saver,2026-05-19,Tuesday,May,Afternoon,Education,73.97,Apple_Pay,0,439.36,440.56,0.62,0.1,59.36,59.36,0.0,1,0.0,0.5,0.0,0.0,2,0,0,0,0,0,3,Smart_Purchase,Purchase supports learning and remains within a reasonable spending range.,Approve purchase and recommend a short financial learning challenge.
TX00139,U152,12,Male,425,High,Saver,2026-01-13,Tuesday,January,Morning,Gaming,40.85,Apple_Pay,0,1019.63,1020.61,2.4,0.1,32.76,32.76,0.0,2,0.0,0.0,0.5,0.0,2,0,0,0,0,0,3,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00140,U032,12,Female,964,High,Balanced,2026-06-26,Friday,June,Evening,Transportation,48.44,Apple_Pay,1,178.0,175.55,0.18,0.05,0,0,0.0,1,0.0,0.0,0.0,1.0,1,0,0,0,0,0,6,Normal,Transaction fits the user's usual behavior and current financial profile.,Approve transaction and continue monitoring behavior.
TX00141,U071,15,Male,516,Medium,Saver,2026-01-24,Saturday,January,Evening,Savings_Deposit,89.41,Card,1,1029.0,1118.41,2.17,0.17,0,0,0.0,1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,Healthy_Saving,User is building savings consistently compared to monthly allowance.,Reward the user with city energy points and show saving progress.
